arxiv_id,year_group,model_name,n_words,n_files,n_citations,cit_per_100_words,word_stratum,log_perplexity,perplexity,burstiness_std,burstiness_cv,n_sentences_scored,n_tokens_scored
2011.02678,2015,Qwen/Qwen2.5-0.5B,249,1,2,0.8032128514056224,0,2.615965027740036,13.680411986867815,1.1553310780547998,0.2796119121601562,8,414
2011.06825,2015,Qwen/Qwen2.5-0.5B,268,1,9,3.3582089552238807,0,2.447087085520038,11.554639972535067,1.2857914970591415,0.290206295133507,13,655
2012.02218,2015,Qwen/Qwen2.5-0.5B,183,1,4,2.185792349726776,0,3.812143304048836,45.24731376384272,0.9372268305022692,0.1834147103578994,11,263
2101.06744,2015,Qwen/Qwen2.5-0.5B,190,1,5,2.631578947368421,0,2.4745815533210025,11.87673629230136,0.714359990829501,0.2026432955177662,10,283
2101.10759,2015,Qwen/Qwen2.5-0.5B,274,1,14,5.109489051094891,0,2.9168864841567737,18.48364864373301,1.086120033427751,0.2502358940361469,14,358
2101.10774,2015,Qwen/Qwen2.5-0.5B,216,1,12,5.555555555555555,0,3.4213813332950367,30.6116707497321,0.7444016263486884,0.1437074291127807,11,272
2101.11306,2015,Qwen/Qwen2.5-0.5B,258,1,3,1.162790697674419,0,3.5560772796175373,35.02553194253059,0.8739602220958832,0.179727233790279,15,335
2101.11490,2015,Qwen/Qwen2.5-0.5B,232,1,10,4.310344827586207,0,3.006522275547293,20.21696848000521,0.9106111615122796,0.1914220102900445,12,374
2102.01733,2015,Qwen/Qwen2.5-0.5B,242,1,17,7.024793388429752,0,3.4575026939655173,31.737618918563484,0.7887369054251958,0.1428670639067588,12,290
2102.05126,2015,Qwen/Qwen2.5-0.5B,255,1,19,7.450980392156863,0,3.2255125619023226,25.166470224372254,0.794063075137888,0.1591696434466605,14,366
2102.05606,2015,Qwen/Qwen2.5-0.5B,274,1,11,4.014598540145985,0,3.194209637028156,24.390888417060083,0.5685936126060008,0.1355033245410631,12,404
2102.08363,2015,Qwen/Qwen2.5-0.5B,262,1,15,5.7251908396946565,0,2.9998662343282185,20.08285034753785,1.737055185967056,0.3424679811974557,11,334
2102.09677,2015,Qwen/Qwen2.5-0.5B,279,1,10,3.584229390681003,0,3.5461703957565347,34.68025121742652,1.078109080596586,0.2254286004342232,12,373
2102.11485,2015,Qwen/Qwen2.5-0.5B,265,1,12,4.528301886792453,0,2.894942782435637,18.08246677695089,0.8006795575076304,0.193021717442742,16,369
2102.13319,2015,Qwen/Qwen2.5-0.5B,226,1,10,4.424778761061947,0,3.6192077426975935,37.30799857606475,1.079009254230815,0.223858401065262,13,291
